,영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
66,인사이드 르윈,https://www.kobis.or.kr/common/mast/movie/2023/03/6891fb4020a54b518a9350ada312bf7a.jpg,인사이드 르윈.jpg,20133585,"장편 | 예술영화 | 드라마 | 104분 34초 | 15세이상관람가 | 미국, 프랑스","필름,2D",[주연] 오스카 아이삭 | 캐리 멀리건 | 저스틴 팀버레이크 | 존 굿맨
67,킹 오브 프리즘 (바이 프리티 리듬),https://www.kobis.or.kr/common/mast/movie/2018/01/f2eac5b603e2483aae03f8fa564a0a74.jpg,킹 오브 프리즘 (바이 프리티 리듬).jpg,20167041,"장편 | 일반영화 | 애니메이션, 드라마, 판타지 | 60분 44초 | 12세이상관람가 | 일본","2D,4D",[조연] 우치다 유우마(스즈노 유우)
68,꿈은 이루어진다,https://www.kobis.or.kr/upload/up_img/cleansing/06/mov_20100206_14.jpg,꿈은 이루어진다.jpg,20100206,"장편 | 일반영화 | 코미디, 드라마 | 113분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 이성재(북GP 1분대장)
69,베리 굿 걸,https://www.kobis.or.kr/common/mast/movie/2014/08/2bf4f16fecbd41f1ac69b8907ad1b8e6.jpg,베리 굿 걸.jpg,20140247,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 90분 28초 | 15세이상관람가 | 미국","필름,2D",[주연] 다코타 패닝 | 엘리자베스 올슨 | 보이드 홀브룩
70,다이버전트 시리즈: 얼리전트,https://www.kobis.or.kr/common/mast/movie/2016/04/572eac8c6d2c4da595cc0f74ab7de9b3.jpg,다이버전트 시리즈- 얼리전트.jpg,20162627,"장편 | 일반영화 | 액션, 어드벤처, SF | 120분 35초 | 12세이상관람가 | 미국",2D,[주연] 쉐일린 우들리 | 테오 제임스 | 마일즈 텔러 | 나오미 왓츠 | 매기 큐
71,저 산 너머,https://www.kobis.or.kr/common/mast/movie/2020/04/b7160eb74840434ba9d8cfd3a2b80e2f.jpg,저 산 너머.jpg,20207722,장편 | 일반영화 | 드라마 | 111분 58초 | 12세이상관람가 | 한국,2D,[주연] 이항나(순한어머니) | 이경훈(수환) | 안내상(순한아버지) | 강신일(윤신부) | 송창의(김익현) | 안내상(순한아버지) | 우주혁(학교동급생3)
72,기기괴괴 성형수,https://www.kobis.or.kr/common/mast/movie/2020/11/241099db056d46b59c33b1edea0dce85.jpg,기기괴괴 성형수.jpg,20201687,"장편 | 예술영화 | 공포(호러), 스릴러 | 85분 23초 | 15세이상관람가 | 한국","2D,4D",[주연] 문남숙(예지) | 장민혁(지훈) | 조현정(시술사) | 김보영(미리) | 최승훈(매니저)
73,람보 : 라스트 워,https://www.kobis.or.kr/common/mast/movie/2019/09/05912e1944df4ac19f4d05e8185db900.jpg,람보 - 라스트 워.jpg,20196136,장편 | 일반영화 | 액션 | 100분 44초 | 청소년관람불가 | 미국,2D,[주연] 실베스터 스탤론 | 파즈 베가 | 세르지오 페리스-멘체타
74,더 테이블,https://www.kobis.or.kr/common/mast/movie/2017/07/9537690004cb4cf0a9779624b3ae9ec2.jpg,더 테이블.jpg,20165001,"장편 | 예술,독립 영화 | 드라마, 멜로/로맨스 | 70분 17초 | 12세이상관람가 | 한국",2D,[주연] 정유미(유진) | 한예리(은희) | 정은채 | 임수정(혜경 )
75,공포의 묘지,https://www.kobis.or.kr/common/mast/movie/2019/04/19becf3a773e4c3099a142e09d31689b.jpg,공포의 묘지.jpg,20197423,"장편 | 일반영화 | 공포(호러), 스릴러 | 100분 40초 | 15세이상관람가 | 미국","2D,4D",[주연] 제이슨 클락 | 존 리스고 | 에이미 세이메츠
76,원더랜드,https://www.kobis.or.kr/common/mast/movie/2019/07/84215ad5f14f49fda8ca64995e2327b9.jpg,원더랜드.jpg,20187959,"장편 | 일반영화 | 애니메이션, 코미디, 어드벤처, 가족 | 85분 23초 | 전체관람가 | 미국",2D,[주연] 소연(준 한국어 목소리) | 장민혁(피넛 한국어 목소리) | 안장혁(부머 한국어 목소리) | 안소이(그레타 한국어 목소리) | 변영희(스티브 한국어 목소리) | 홍진욱(쿠퍼 한국어 목소리) | 정재헌(거스 한국어 목소리) | 최덕희(엄마 한국어 목소리) | 오인성(아빠 한국어 목소리) | 제니퍼 가너(엄마 목소리) | 밀라 쿠니스(그레타 목소리) | 켄 정(쿠퍼 목소리) | 브리아나 덴스키(준 목소리) | 케난 톰슨(거스 목소리) | 존 올리버(스티브 목소리) | 켄 허드슨 캠벨(부머 목소리) | 노버트 리오 버츠(피넛 목소리 ) | 매튜 브로데릭(아빠 목소리)
77,크게 될 놈,https://www.kobis.or.kr/common/mast/movie/2019/03/cba944043b414b59bc4f2dd3d8e4c8aa.jpg,크게 될 놈.jpg,20198982,장편 | 일반영화 | 드라마 | 108분 1초 | 15세이상관람가 | 한국,2D,[주연] 김해숙 | 손호준 | 남보라 | 박원상 | 정자영(교도소 제소자들) | 홍성만(판사1(1심판사)) | 홍성찬(교도소 제소자) | 황희(장칼헌병장교)
78,워 호스,https://www.kobis.or.kr/common/mast/movie/2012/01/63b53b4cd13d41b98b127a691463e0f9.jpg,워 호스.jpg,20124099,"장편 | 일반영화 | 전쟁, 드라마 | 146분 0초 | 12세이상관람가 | 미국","필름,2D",[주연] 제레미 어바인 | 베네딕트 컴버배치
79,루시드 드림,https://www.kobis.or.kr/common/mast/movie/2017/01/6391bce8eb8b40678c92e368f85eb261.jpg,루시드 드림.jpg,20156562,"장편 | 일반영화 | SF, 스릴러 | 101분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 고수(최대호) | 설경구(방섭)
80,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",https://www.kobis.or.kr/common/mast/movie/2020/09/baaeb595c347484b86b00508e055b0dc.jpg,"그대, 고맙소 - 김호중 생애 첫 팬미팅 무비.jpg",20206826,장편 | 일반영화 | 공연 | 80분 32초 | 전체관람가 | 한국,2D,[주연] 김호중
81,암전,https://www.kobis.or.kr/common/mast/movie/2019/07/c3657d9dd65946cbaca3d805ddb0f242.jpg,암전.jpg,20188404,"장편 | 일반영화 | 미스터리, 공포(호러) | 85분 57초 | 15세이상관람가 | 한국",2D,[주연] 서예지(박미정) | 진선규 | 서석규(강선배) | 서정우(과거 영화 스탭2) | 진선규(김재현)
82,몬스터 헌터,https://www.kobis.or.kr/common/mast/movie/2021/01/e81d72648bb1442e8adc11186aff888a.jpg,몬스터 헌터.jpg,20214981,"장편 | 일반영화 | 액션, 어드벤처 | 102분 59초 | 12세이상관람가 | 미국","2D,4D,IMAX,DOLBYCINEMA",[주연] 밀라 요보비치 | 토니 자
83,콜드 체이싱,https://www.kobis.or.kr/common/mast/movie/2019/02/b07b9aaf18364213b85c8a2589d4d578.jpg,콜드 체이싱.jpg,20185576,장편 | 예술영화 | 액션 | 118분 54초 | 15세이상관람가 | 영국,2D,[주연] 리암 니슨 | 톰 베이트먼 | 윌리엄 포사이스
84,박스트롤,https://www.kobis.or.kr/common/mast/movie/2014/10/b50e5669581b4fa99716a74a27d1f494.jpg,박스트롤.jpg,20142301,"장편 | 일반영화 | 애니메이션, 가족, 어드벤처, 코미디 | 96분 36초 | 전체관람가 | 미국","필름,2D,3D",[주연] 엘르 패닝 | 사이먼 페그 | 토니 콜렛 | 아이작 햄스터드 라이트 | 벤 킹슬리
85,죽지않는 인간들의 밤,https://www.kobis.or.kr/common/mast/movie/2020/09/6714033d7a3b4cdca0764441ea5fad3a.jpg,죽지않는 인간들의 밤.jpg,20190621,"장편 | 일반영화 | 코미디, 스릴러 | 110분 20초 | 15세이상관람가 | 한국",2D,[주연] 이정현(소희) | 김성오(만길) | 서영희(세라) | 양동근(소장) | 이미도(양선)
86,일대종사,https://www.kobis.or.kr/common/mast/movie/2013/07/b2b394e0352c439bb3127920e18fd1a1.jpg,일대종사.jpg,20139072,"장편 | 예술영화 | 액션, 드라마 | 122분 40초 | 12세이상관람가 | 중국","필름,2D",[주연] 양조위(엽문) | 장쯔이(궁이) | 송혜교(장영성) | 장첸(일선천)
87,R.I.P.D. : 알.아이.피.디.,https://www.kobis.or.kr/common/mast/movie/2013/08/3beedeb07eb54b99bb489f9799f9c87a.jpg,R.I.P.D. - 알.아이.피.디..jpg,20138421,"장편 | 일반영화 | 액션, 코미디, 범죄 | 95분 51초 | 15세이상관람가 | 미국","필름,2D,3D,4D",[주연] 라이언 레이놀즈(닉 워커) | 제프 브리지스(로이 펄시퍼) | 케빈 베이컨(바비 헤이즈)
88,라스트 미션,https://www.kobis.or.kr/common/mast/movie/2019/03/4c4bf32fda17406bbb52dac126a47e62.jpg,라스트 미션.jpg,20197356,장편 | 일반영화 | 드라마 | 116분 17초 | 15세이상관람가 | 미국,2D,[주연] 클린트 이스트우드 | 타이사 파미가 | 브래들리 쿠퍼 | 마이클 페나
89,게이트,https://www.kobis.or.kr/common/mast/movie/2018/02/0a17a7925723429592eb6c401ec203a1.jpg,게이트.jpg,20189663,"장편 | 일반영화 | 범죄, 코미디 | 91분 54초 | 15세이상관람가 | 한국",2D,[주연] 정려원 | 임창정(규철) | 정상훈(민욱) | 김도훈(원호)
90,돌연변이,https://www.kobis.or.kr/common/mast/movie/2015/10/53c5b846d95d4ac19cabaf3ab33879ea.jpg,돌연변이.jpg,20145501,"장편 | 일반영화 | 드라마, 코미디 | 93분 28초 | 12세이상관람가 | 한국","필름,2D",[주연] 이광수(박구) | 이천희(상원) | 박보영(주진)
91,바닷마을 다이어리,https://www.kobis.or.kr/common/mast/movie/2023/01/6e716f44fb6d4ad9903c4783965f9d30.jpg,바닷마을 다이어리.jpg,20156102,장편 | 예술영화 | 드라마 | 127분 7초 | 12세이상관람가 | 일본,"필름,2D",[주연] 아야세 하루카 | 나가사와 마사미 | 카호 | 히로세 스즈 | 카세 료
92,21 브릿지: 테러 셧다운,https://www.kobis.or.kr/common/mast/movie/2020/10/d8ce99e7110a4e3388fbbf0ec3be4a76.jpg,21 브릿지- 테러 셧다운.jpg,20191408,"장편 | 일반영화 | 스릴러, 드라마, 범죄 | 99분 0초 | 15세이상관람가 | 미국",2D,[주연] 채드윅 보스만 | J.K. 시몬스 | 시에나 밀러 | 테일러 키취
93,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,https://www.kobis.or.kr/common/mast/movie/2015/10/549e178b68b54d7499423d02a2145445.jpg,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE.jpg,20157883,"장편 | 일반영화 | 액션, SF | 59분 58초 | 전체관람가 | 일본","필름,2D",[주연] 시손 쥰 | 세키네 츠토무
94,딥워터 호라이즌,https://www.kobis.or.kr/common/mast/movie/2017/01/ff8a857984e44374a13ca361d5376410.jpg,딥워터 호라이즌.jpg,20168154,"장편 | 일반영화 | 액션, 드라마 | 107분 10초 | 12세이상관람가 | 미국",2D,[주연] 마크 월버그 | 딜런 오브라이언 | 케이트 허드슨 | 커트 러셀
95,미니특공대X,https://www.kobis.or.kr/common/mast/movie/2018/02/b17e2a7a374d4ee1899c41bac52efa67.jpg,미니특공대X.jpg,20181366,장편 | 일반영화 | 애니메이션 | 67분 36초 | 전체관람가 | 한국,2D,[주연] 엄상현(볼트 목소리) | 전태열(새미 목소리) | 이소영(루시 목소리) | 신용우(맥스 목소리)
96,타운,https://www.kobis.or.kr/upload/up_img/2011/03/mov_IGIA35_20110321162143_1.jpg,타운.jpg,20102419,"장편 | 일반영화 | 드라마, 범죄, 스릴러 | 124분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 레베카 홀(클레어 키시) | 제레미 레너(제임스 코글린) | 벤 애플렉(더그 맥레이)
97,라이언,https://www.kobis.or.kr/common/mast/movie/2016/12/9e71bddc262a4d34941b12b076a79c74.jpg,라이언.jpg,20167324,"장편 | 예술영화 | 드라마 | 118분 24초 | 12세이상관람가 | 호주, 영국, 미국",2D,[주연] 데브 파텔 | 루니 마라 | 니콜 키드먼 | 데이빗 웬햄
98,로덴시아: 마법왕국의 전설,https://www.kobis.or.kr/common/mast/movie/2013/09/c93b631200db4debbaaa743218a05df1.jpg,로덴시아- 마법왕국의 전설.jpg,20132261,"장편 | 예술영화 | 애니메이션, 어드벤처 | 87분 29초 | 전체관람가 | 페루, 아르헨티나","필름,2D",
99,빌리와 용감한 녀석들 3,https://www.kobis.or.kr/common/mast/movie/2015/04/74ab9aea1d6e444aa9fd9446207257af.jpg,빌리와 용감한 녀석들 3.jpg,20158428,"장편 | 예술영화 | 애니메이션, 어드벤처 | 80분 1초 | 전체관람가 | 미국","필름,2D,3D",[주연] 엄상현(빌리) | 조현정(샌디)
100,대병소장,https://www.kobis.or.kr/upload/up_img/cleansing/15/mov_20100115_3.jpg,대병소장.jpg,20100115,"장편 | 일반영화 | 액션, 코미디 | 95분 0초 | 12세이상관람가 | 홍콩",필름,[주연] 성룡 | 왕리홍
101,김광석,https://www.kobis.or.kr/common/mast/movie/2017/07/e80a8482493a48c19fe6fd00ecd88cd1.jpg,김광석.jpg,20166132,"장편 | 예술,독립 영화 | 다큐멘터리 | 81분 52초 | 15세이상관람가 | 한국",2D,[주연] 김광석
102,맥베스,https://www.kobis.or.kr/common/mast/movie/2015/11/71f13fec208f437ca848c42413b5458c.jpg,맥베스.jpg,20157065,"장편 | 예술영화 | 드라마 | 112분 50초 | 15세이상관람가 | 영국, 프랑스, 미국","필름,2D",[주연] 마이클 패스벤더 | 마리옹 꼬띠아르
103,이웃집에 신이 산다,https://www.kobis.or.kr/common/mast/movie/2015/12/dffd9f4552f942679c7f0b07b426d339.jpg,이웃집에 신이 산다.jpg,20158885,"장편 | 예술영화 | 코미디 | 114분 36초 | 청소년관람불가 | 벨기에, 프랑스, 룩셈부르크",2D,[주연] 브누와 뽀엘부르드 | 욜랭드 모로 | 까뜨린느 드뇌브
104,여중생A,https://www.kobis.or.kr/common/mast/movie/2018/05/ba62f13110114e00bc43fb15a0f716b8.jpg,여중생A.jpg,20184101,장편 | 일반영화 | 드라마 | 114분 9초 | 12세이상관람가 | 한국,2D,[주연] 김환희(미래 / 게임세계 - 다크) | 김준면(재희) | 정다빈(희나)
105,레이디 버드,https://www.kobis.or.kr/common/mast/movie/2018/03/040f4ecb75c046ea82eba6d8705cafa9.jpg,레이디 버드.jpg,20178424,"장편 | 일반영화 | 코미디, 드라마 | 94분 22초 | 15세이상관람가 | 미국",2D,[주연] 시얼샤 로넌 | 로리 멧칼프 | 트레이시 렛츠
106,아내를 죽였다,https://www.kobis.or.kr/common/mast/movie/2019/11/e3956305b5d543b3811458e284652ceb.jpg,아내를 죽였다.jpg,20198182,"장편 | 독립영화 | 스릴러, 액션 | 97분 27초 | 15세이상관람가 | 한국",2D,[주연] 이시언(채정호) | 안내상(최대연 경위) | 왕지혜(정미영)
107,인류멸망 보고서,https://www.kobis.or.kr/common/mast/movie/2012/03/9136ef08b7ca4d4490352abad84a6bb8.jpg,인류멸망 보고서.jpg,20068590,옴니버스 | 일반영화 | SF | 120분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 류승범 | 김강우 | 송새벽 | 송영창(seg. 천상의 피조물 - 강회장) | 김규리 | 고준희 | 진지희
108,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,https://www.kobis.or.kr/common/mast/movie/2020/09/1ebb46f7402940c1b8f58307003e0564.jpg,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION.jpg,20206062,장편 | 일반영화 | 애니메이션 | 96분 28초 | 전체관람가 | 일본,2D,[주연] 이선호(지우) | 홍시호(뮤츠)
109,쓰리 빌보드,https://www.kobis.or.kr/common/mast/movie/2018/02/7e8c43614955438a9cb420d9c7116735.jpg,쓰리 빌보드.jpg,20178449,"장편 | 일반영화 | 코미디, 범죄, 드라마 | 115분 10초 | 15세이상관람가 | 미국",2D,[주연] 프란시스 맥도먼드 | 우디 해럴슨 | 샘 록웰 | 존 혹스 | 피터 딘클리지
110,다크타워: 희망의 탑,https://www.kobis.or.kr/common/mast/movie/2017/08/8e451fa933be49f0923c55ecb9575bec.jpg,다크타워- 희망의 탑.jpg,20170022,"장편 | 일반영화 | 액션, 어드벤처, 판타지 | 94분 36초 | 15세이상관람가 | 미국",2D,[주연] 이드리스 엘바 | 매튜 매커너히
111,슈퍼 빼꼼: 스파이 대작전,https://www.kobis.or.kr/common/mast/movie/2017/03/8c401a75133c4afa89eb14aa2ff53e9d.jpg,슈퍼 빼꼼- 스파이 대작전.jpg,20173061,"장편 | 일반영화 | 애니메이션, 코미디 | 76분 30초 | 전체관람가 | 한국",2D,[주연] 김태균 | 최정현
112,하치 이야기,https://www.kobis.or.kr/upload/up_img/cleansing/39/mov_20100039_3.jpg,하치 이야기.jpg,20100039,"장편 | 일반영화 | 드라마, 가족 | 93분 0초 | 전체관람가 | 미국, 영국",필름,[주연] 리차드 기어(파커 윌슨 ) | 조안 알렌(케이트 윌슨) | 사라 로머(앤디 윌슨)
113,소피와 드래곤: 마법책의 비밀,https://www.kobis.or.kr/common/mast/movie/2019/09/eefdfaeb4ec34f949ef29e57a33c45d8.jpg,소피와 드래곤- 마법책의 비밀.jpg,20195941,"장편 | 일반영화 | 애니메이션, 판타지, 어드벤처 | 72분 30초 | 전체관람가 | 러시아",2D,[주연] 정유정(소피 목소리) | 김명준(드랙스 목소리)
114,나탈리,https://www.kobis.or.kr/upload/up_img/cleansing/07/mov_20101007_3.jpg,나탈리.jpg,20101007,"장편 | 일반영화 | 멜로/로맨스, 드라마 | 90분 0초 | 청소년관람불가 | 한국","필름,2D,3D,4D",[주연] 이성재(황준혁) | 김지훈(장민우) | 박현진(오미란) | 김기연(박효림)
115,바스티유 데이,https://www.kobis.or.kr/common/mast/movie/2016/09/9c9a48bc581d4b8487d5c005227da695.jpg,바스티유 데이.jpg,20168501,"장편 | 일반영화 | 액션 | 91분 50초 | 15세이상관람가 | 미국, 프랑스",2D,[주연] 이드리스 엘바 | 리처드 매든 | 샬롯 르 본 | 호세 가르시아 | 켈리 라일리
116,577 프로젝트,https://www.kobis.or.kr/common/mast/movie/2012/08/0e057b20139e4d1b93b0dae3dd7bd8ef.jpg,577 프로젝트.jpg,20128271,"장편 | 일반영화 | 코미디, 드라마 | 99분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 하정우(하정우) | 공효진(공효진) | 김성균 | 이승하
117,기생령,https://www.kobis.or.kr/upload/up_img/2011/07/mov_G11CH9_20110726172725_1.jpg,기생령.jpg,20110609,장편 | 일반영화 | 공포(호러) | 78분 0초 | 청소년관람불가 | 한국,"필름,2D",[주연] 한은정(서니) | 효민(유린) | 이형석
118,걷기왕,https://www.kobis.or.kr/common/mast/movie/2016/09/fab39214f516443a8ecbfc504e5bcf69.jpg,걷기왕.jpg,20151022,장편 | 일반영화 | 드라마 | 92분 35초 | 12세이상관람가 | 한국,2D,[주연] 심은경
119,무서운 이야기 3 : 화성에서 온 소녀,https://www.kobis.or.kr/common/mast/movie/2016/05/fea420e810fc410cb9a109a57c6cecb8.jpg,무서운 이야기 3 - 화성에서 온 소녀.jpg,20158242,옴니버스 | 일반영화 | 공포(호러) | 93분 49초 | 15세이상관람가 | 한국,2D,[주연] 임슬옹 | 경수진(수진) | 박정민 | 홍은희(예선) | 차지연
120,일사각오,https://www.kobis.or.kr/common/mast/movie/2016/03/d4372f294918484498c390f48c0b471f.jpg,일사각오.jpg,20162381,장편 | 일반영화 | 드라마 | 115분 23초 | 12세이상관람가 | 한국,2D,[주연] 이지형 | 설지윤 | 서광재
121,사일런스,https://www.kobis.or.kr/common/mast/movie/2017/01/ce3c3c158c4242e1bcdaa2016cb9b658.jpg,사일런스.jpg,20166468,"장편 | 예술영화 | 드라마 | 160분 47초 | 15세이상관람가 | 미국, 대만, 멕시코",2D,[주연] 앤드류 가필드(로드리게스 신부 역) | 리암 니슨(페리이라 신부 역) | 아담 드라이버(가루프 역)
122,초한지 - 천하대전,https://www.kobis.or.kr/common/mast/movie/2011/12/bb6639f5fbd64586bb06cd7ee3e98f33.jpg,초한지 - 천하대전.jpg,20113883,"장편 | 일반영화 | 액션 | 137분 0초 | 12세이상관람가 | 중국, 홍콩","필름,2D",[주연] 여명(유방) | 유역비(우희 ) | 풍소봉(항우 ) | 장한위(장량 ) | 황추생(범증 ) | 안지걸(한신 ) | 진소춘(번쾌 )
123,인비저블 게스트,https://www.kobis.or.kr/common/mast/movie/2017/08/3be44902f27047ae81101e1f1e0cbc3c.jpg,인비저블 게스트.jpg,20173945,"장편 | 예술영화 | 범죄, 미스터리, 스릴러 | 106분 8초 | 15세이상관람가 | 스페인",2D,[주연] 마리오 카사스 | 안나 와게너
124,"나, 다니엘 블레이크",https://www.kobis.or.kr/common/mast/movie/2016/11/dc32526bfaae4348b6d523fd4eb4e887.jpg,"나, 다니엘 블레이크.jpg",20161763,장편 | 예술영화 | 드라마 | 100분 26초 | 12세이상관람가 | 영국,2D,[주연] 데이브 존스 | 데이브 터너
125,나의 산티아고,https://www.kobis.or.kr/common/mast/movie/2016/07/02c0a12eed6647348e767e6d971ff734.jpg,나의 산티아고.jpg,20165130,장편 | 예술영화 | 코미디 | 92분 25초 | 12세이상관람가 | 독일,2D,[주연] 데비드 스트리에소브 | 카롤리네 슈허 | 마르티나 게덱 | 카타리나 탈바흐
126,마야2,https://www.kobis.or.kr/common/mast/movie/2018/01/cc2d35a1831f41228ad82bc831e2c86f.jpg,마야2.jpg,20179228,장편 | 예술영화 | 애니메이션 | 84분 39초 | 전체관람가 | 독일,2D,[주연] 김서영(마야) | 김명준(윌리)
127,커다랗고 커다랗고 커다란 배,https://www.kobis.or.kr/common/mast/movie/2018/04/71349464ad7b4b19a1944a465b464e80.jpg,커다랗고 커다랗고 커다란 배.jpg,20182989,장편 | 예술영화 | 애니메이션 | 77분 0초 | 전체관람가 | 덴마크,2D,[주연] 이소은(세바스찬 목소리) | 이제인(미쵸 목소리) | 윤세웅(JB 목소리) | 이규창(글루코스 목소리)
128,아이 엠 마더,https://www.kobis.or.kr/common/mast/movie/2019/03/d82622c132aa45ad9d29c7e18e9b2e90.jpg,아이 엠 마더.jpg,20198844,"장편 | 일반영화 | 액션, 드라마, 스릴러 | 101분 45초 | 15세이상관람가 | 미국",2D,[주연] 제니퍼 가너 | 존 갤러거 주니어
129,여고괴담 여섯번째 이야기 : 모교,https://www.kobis.or.kr/common/mast/movie/2021/06/8fc65b1362d64c05bd59ae09a556dfc9.jpg,여고괴담 여섯번째 이야기 - 모교.jpg,20218240,"장편 | 일반영화 | 미스터리, 공포(호러) | 108분 9초 | 15세이상관람가 | 한국",2D,[주연] 김서형(노은희) | 김현수(김하영) | 최리(김소연) | 김형서(여고생 은희) | 장원형(박연묵)
130,베일리 어게인,https://www.kobis.or.kr/common/mast/movie/2018/10/7cf43772d30e43d0a939cad285084ed2.jpg,베일리 어게인.jpg,20183073,"장편 | 예술영화 | 어드벤처, 드라마, 코미디 | 100분 12초 | 전체관람가 | 미국",2D,[주연] 조시 게드 | 데니스 퀘이드 | 브릿 로버트슨
131,귀문,https://www.kobis.or.kr/common/mast/movie/2021/08/d29b171a5d2c4ecfa2a5bb319efddf84.jpg,귀문.jpg,20218653,"장편 | 일반영화 | 미스터리, 스릴러, 공포(호러) | 85분 23초 | 15세이상관람가 | 한국","2D,4D,ScreenX",[주연] 김강우(도진) | 김소혜(혜영) | 이정형(태훈) | 홍진기(원재)
