영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우,등수,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관람객,장르,등급,영화구분,러닝타임,권장연령
나쁜놈은 죽는다,https://www.kobis.or.kr/common/mast/movie/2016/02/eba83d5daf4744b5ac8be4e62c5dd0d7.jpg,나쁜놈은 죽는다.jpg,20156080,"장편 | 일반영화 | 코미디, 액션 | 103분 45초 | 15세이상관람가 | 중국, 한국","필름,2D",[주연] 손예진 | 진백림 | 신현준 | 박철민 | 장광 | 교진우 | 양욱문 | 정문박 | 김윤희,2765,손호,"(주)케이알씨지,(유)조이앤시네마",,"TCO(주)더콘텐츠온,(유)조이앤시네마",2016-02-04,개봉영화,장편,중국,138,115698700,14767,25446500,2972,코미디,15세이상관람가,일반영화,103분 45초,15세이상관람가
"하늘을 나는 강아지, 비포와 친구들",https://www.kobis.or.kr/common/mast/movie/2014/04/690012e57c0e4713a860063d68e4b477.jpg,"하늘을 나는 강아지, 비포와 친구들.jpg",20147904,"장편 | 일반영화 | 애니메이션, 어드벤처 | 81분 48초 | 전체관람가 | 이스라엘","필름,2D",,2766,이도 엔젤,,영화사 마농(주),(주)팝엔터테인먼트,2014-03-13,개봉영화,장편,이스라엘,142,99524400,14746,23210300,3072,애니메이션,전체관람가,일반영화,81분 48초,전체관람가
데드폴,https://www.kobis.or.kr/common/mast/movie/2012/12/5ddd6b4e24374fdcb397da03aacf260f.jpg,데드폴.jpg,20122865,"장편 | 일반영화 | 범죄, 드라마, 스릴러, 액션 | 95분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 에릭 바나(애디슨) | 올리비아 와일드(라이자) | 찰리 허냄(제이 ),2767,스테판 루조비츠키,,유니코리아문예투자(주),(주)에스비에스콘텐츠허브,2013-01-23,개봉영화,장편,미국,82,101887000,14744,45079000,6658,범죄,청소년관람불가,일반영화,95분 0초,청소년관람불가
비거 스플래쉬,https://www.kobis.or.kr/common/mast/movie/2016/07/bf6d1448e72d421fabcc312858b25cd5.jpg,비거 스플래쉬.jpg,20166362,"장편 | 예술영화 | 멜로/로맨스 | 124분 31초 | 청소년관람불가 | 이탈리아, 프랑스",2D,[주연] 틸다 스윈튼 | 랄프 파인즈 | 마티아스 쇼에나에츠 | 다코타 존슨,2768,루카 구아다그니노,,찬란,찬란,2016-08-03,개봉영화,장편,이탈리아,40,116255129,14711,77902529,9495,멜로/로맨스,청소년관람불가,독립/예술영화,124분 31초,청소년관람불가
빅 식,https://www.kobis.or.kr/common/mast/movie/2018/06/8d7b1d49621041c6b7bb2bd102b16fb9.jpg,빅 식.jpg,20181502,장편 | 예술영화 | 멜로/로맨스 | 120분 17초 | 15세이상관람가 | 미국,2D,[주연] 쿠마일 난지아니 | 조 카잔 | 홀리 헌터 | 레이 로마노,2769,마이클 쇼월터,,(주)케이티알파,(주)리틀빅픽쳐스,2018-07-18,개봉영화,장편,미국,136,118693400,14697,69176100,8390,멜로/로맨스,15세이상관람가,독립/예술영화,120분 17초,15세이상관람가
빅풋 주니어2: 패밀리가 떴다,https://www.kobis.or.kr/common/mast/movie/2020/11/48dfc6f09f044e27bcae48c26d977b5e.jpg,빅풋 주니어2- 패밀리가 떴다.jpg,20202130,장편 | 일반영화 | 애니메이션 | 85분 3초 | 전체관람가 | 기타,2D,,2770,"벤 스타센,제레미 드그루손",,(주)이수C&E,(주)이수C&E,2021-01-06,개봉영화,장편,기타,308,121766630,14697,23235840,2601,애니메이션,전체관람가,일반영화,85분 3초,전체관람가
쇼를 사랑한 남자,https://www.kobis.or.kr/common/mast/movie/2013/09/5c88cfcd5bec436783b9b3301a4ba29e.jpg,쇼를 사랑한 남자.jpg,20132481,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 118분 29초 | 청소년관람불가 | 미국","필름,2D",[주연] 마이클 더글라스 | 맷 데이먼 | 스콧 바큘라,2771,스티븐 소더버그,,(주)티캐스트콘텐츠허브,(주)티캐스트콘텐츠허브,2013-10-09,개봉영화,장편,미국,26,112817792,14696,95643792,12054,드라마,청소년관람불가,독립/예술영화,118분 29초,청소년관람불가
콜로설,https://www.kobis.or.kr/common/mast/movie/2017/04/f78ea1c80c494d48b2316d1f63f4468f.jpg,콜로설.jpg,20173121,"장편 | 예술영화 | 액션, 코미디, SF | 109분 8초 | 12세이상관람가 | 캐나다, 스페인",2D,[주연] 앤 해서웨이 | 댄 스티븐스,2772,나초 비갈론도,,"(주)아이아스플러스,주식회사 풍경소리",(주)드림팩트엔터테인먼트,2017-04-20,개봉영화,장편,캐나다,305,114967100,14687,47376900,5753,액션,12세이상관람가,독립/예술영화,109분 8초,12세이상관람가
돈 워리,https://www.kobis.or.kr/common/mast/movie/2019/07/bfefacce182f4e498f09af039ee14e88.jpg,돈 워리.jpg,20193423,장편 | 예술영화 | 드라마 | 114분 13초 | 15세이상관람가 | 미국,2D,[주연] 호아킨 피닉스 | 조나 힐 | 루니 마라 | 잭 블랙,2773,구스 반 산트,,그린나래미디어(주),"그린나래미디어(주),(주)다날엔터테인먼트",2019-07-25,개봉영화,장편,미국,55,116449854,14684,79187914,9679,드라마,15세이상관람가,독립/예술영화,114분 13초,15세이상관람가
아픈 만큼 사랑한다,https://www.kobis.or.kr/common/mast/movie/2019/03/647fd9b71254478ea27579bcf1b3b230.jpg,아픈 만큼 사랑한다.jpg,20198043,"장편 | 예술,독립 영화 | 다큐멘터리 | 86분 10초 | 전체관람가 | 한국",2D,[주연] 박누가 | 추상미(내레이션),2774,임준현,"KBS 미디어,(주)드림팩트엔터테인먼트",,(주)드림팩트엔터테인먼트,2019-04-03,개봉영화,장편,한국,121,99333600,14682,36978500,5025,다큐멘터리,전체관람가,독립/예술영화,86분 10초,전체관람가
안녕?! 오케스트라,https://www.kobis.or.kr/common/mast/movie/2013/10/f3008595f6a94387b3d9240b4e386686.jpg,안녕-! 오케스트라.jpg,20132805,"장편 | 예술영화 | 다큐멘터리, 공연 | 84분 39초 | 전체관람가 | 한국","필름,2D",[주연] 리처드 용재 오닐,2775,이철하,"(주)MBC,(주)꿈꾸는 오아시스,센미디어",,(주)영화사 진진,2013-11-28,개봉영화,장편,한국,49,91780500,14665,59867500,8722,다큐멘터리,전체관람가,독립/예술영화,84분 39초,전체관람가
엑소시스트: 더 바티칸,https://www.kobis.or.kr/common/mast/movie/2023/05/aeeb67c90dab4b8b97034c1aec04d28e.jpg,엑소시스트- 더 바티칸.jpg,20231494,장편 | 일반영화 | 공포(호러) | 103분 21초 | 15세이상관람가 | 미국,2D,[주연] 러셀 크로우(가브리엘 아모르트) | 다니엘 조바토(토마스 에스퀴벨) | 알렉스 에소 | 프랑코 네로,418,줄리어스 에이버리,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023-05-10,개봉영화,장편,미국,134,135422965,14639,43907116,4769,공포(호러),15세이상관람가,일반영화,103분 21초,15세이상관람가
아마데우스 감독판,https://www.kobis.or.kr/common/mast/movie/2015/10/53603f866435495f9c0dc4de1fb749ed.jpg,아마데우스 감독판.jpg,20156824,장편 | 예술영화 | 드라마 | 180분 15초 | 12세이상관람가 | 미국,"필름,2D",[주연] 톰 헐스 | F. 머레이 아브라함,2776,밀로스 포만,,시네마 뉴원,시네마 뉴원,2015-10-29,개봉영화,장편,미국,31,118519400,14628,88887400,10523,드라마,12세이상관람가,독립/예술영화,180분 15초,12세이상관람가
"기억해, 우리가 사랑한 시간",https://www.kobis.or.kr/common/mast/movie/2023/09/e0b552d0e2ff41c7a4e29662943434fb.jpg,"기억해, 우리가 사랑한 시간.jpg",20234133,"장편 | 일반영화 | 멜로/로맨스, 드라마 | 96분 25초 | 전체관람가 | 중국",2D,[주연] 하람두 | 채범희 | 허광한,419,,,(주)도키엔터테인먼트,"(주)도키엔터테인먼트,(주)키다리스튜디오",2023-10-11,개봉영화,장편,중국,178,134122400,14601,51244750,5551,멜로/로맨스,전체관람가,일반영화,96분 25초,전체관람가
우리가 사랑이라고 믿는 것,https://www.kobis.or.kr/common/mast/movie/2022/02/964d75a8f6e24e4d8ba5cb6364667201.jpg,우리가 사랑이라고 믿는 것.jpg,20202689,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 100분 12초 | 12세이상관람가 | 영국",2D,[주연] 아네트 베닝(그레이스) | 빌 나이(에드워드) | 조쉬 오코너(제이미),420,윌리엄 니콜슨,,(주)티캐스트,(주)티캐스트,2022-02-24,개봉영화,장편,영국,44,135121030,14601,102084230,10620,드라마,12세이상관람가,독립/예술영화,100분 12초,12세이상관람가
피노키오의 모험,https://www.kobis.or.kr/common/mast/movie/2014/09/39fcdc13c78b4f57842b585f5c793405.jpg,피노키오의 모험.jpg,20141027,"장편 | 일반영화 | 애니메이션, 어드벤처 | 96분 50초 | 전체관람가 | 독일","필름,2D",[주연] 마리오 아도프 | 울리히 터커,2777,안나 저스티스,,(주)소나무픽쳐스,(주)소나무픽쳐스,2014-09-18,개봉영화,장편,독일,54,105233300,14557,20845200,2769,애니메이션,전체관람가,일반영화,96분 50초,전체관람가
이번엔 잘 되겠지,https://www.kobis.or.kr/common/mast/movie/2021/05/df18ffe91fb94147b568c92e7e17769d.jpg,이번엔 잘 되겠지.jpg,20217364,장편 | 독립영화 | 코미디 | 96분 7초 | 15세이상관람가 | 한국,2D,[주연] 윤다훈(승훈) | 이상훈(해동) | 남지우(서진) | 김명국(김일해) | 이선진(미선) | 하제용(제용) | 황인선(정예),2778,이승수,무진영화사,,THE 픽쳐스,2021-07-08,개봉영화,장편,한국,48,69923000,14528,20334800,8611,코미디,15세이상관람가,독립/예술영화,96분 7초,15세이상관람가
시민 노무현,https://www.kobis.or.kr/common/mast/movie/2019/05/62388e161fb547fcb5ac8bce96ed5a54.jpg,시민 노무현.jpg,20191141,장편 | 독립영화 | 다큐멘터리 | 98분 29초 | 12세이상관람가 | 한국,2D,[주연] 노무현 | 유시민 | 김경수 | 김영호 | 김정호 | 김준태 | 백승택 | 성경륭 | 유연미 | 이송평 | 정재성 | 조기숙 | 주형로 | 천호선,2779,백재호,"엠앤씨에프,(주)영화사진",,(주)삼백상회,2019-05-23,개봉영화,장편,한국,174,116930250,14500,54033380,6336,다큐멘터리,12세이상관람가,독립/예술영화,98분 29초,12세이상관람가
엘리펀트 송,https://www.kobis.or.kr/common/mast/movie/2015/05/0f413183094b435b9453473fc7455eaa.jpg,엘리펀트 송.jpg,20159582,"장편 | 예술영화 | 미스터리, 드라마 | 99분 45초 | 15세이상관람가 | 캐나다","필름,2D",[주연] 브루스 그린우드 | 자비에 돌란,2780,찰스 비네임,,(주)엣나인필름,(주)엣나인필름,2015-06-11,개봉영화,장편,캐나다,49,113991400,14488,74816800,9027,미스터리,15세이상관람가,독립/예술영화,99분 45초,15세이상관람가
모리스,https://www.kobis.or.kr/common/mast/movie/2019/10/c806a95cc57b43e08c0ea37bb1139352.jpg,모리스.jpg,19878294,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 140분 8초 | 15세이상관람가 | 영국","필름,2D",[주연] 휴 그랜트 | 제임스 윌비 | 루퍼트 그레이브즈 | 덴홈 엘리엇,2781,제임스 아이보리,,알토미디어(주),알토미디어(주),2019-11-07,개봉영화,장편,영국,50,120533523,14484,78059423,8874,드라마,15세이상관람가,독립/예술영화,140분 8초,15세이상관람가
공정사회,https://www.kobis.or.kr/common/mast/movie/2013/03/a8990ed1eafb46e0b8cb7ba8a8abf320.jpg,공정사회.jpg,20129786,"장편 | 예술,독립 영화 | 드라마, 스릴러 | 74분 55초 | 청소년관람불가 | 한국","필름,2D",[주연] 장영남(그녀) | 마동석 | 황태광 | 배성우,2782,이지승,시네마팩토리,,(주)엣나인필름,2013-04-18,개봉영화,장편,한국,37,97348000,14461,38234500,5377,드라마,청소년관람불가,독립/예술영화,74분 55초,청소년관람불가
아사코,https://www.kobis.or.kr/common/mast/movie/2019/02/244fbbc5b1fc4eca9f5ab032b2049a32.jpg,아사코.jpg,20181200,장편 | 예술영화 | 드라마 | 119분 37초 | 12세이상관람가 | 일본,2D,[주연] 히가시데 마사히로(바쿠 / 료헤이) | 카라타 에리카(아사코),2783,하마구치 류스케,,(주)비하인드 더 씬 컴퍼니,(주)이수C&E,2019-03-14,개봉영화,장편,일본,167,124515619,14441,82586709,9254,드라마,12세이상관람가,독립/예술영화,119분 37초,12세이상관람가
어느 하녀의 일기,https://www.kobis.or.kr/common/mast/movie/2015/07/151f78c319f746f79772baac25e2fd1a.jpg,어느 하녀의 일기.jpg,20152264,"장편 | 예술영화 | 드라마 | 96분 2초 | 청소년관람불가 | 프랑스, 벨기에","필름,2D",[주연] 레아 세이두 | 뱅상 랭동,2785,브누와 쟉꼬,,(주)수키픽쳐스,주식회사 씨네룩스,2015-08-06,개봉영화,장편,프랑스,37,110710900,14436,74383400,9274,드라마,청소년관람불가,독립/예술영화,96분 2초,청소년관람불가
갬빗,https://www.kobis.or.kr/common/mast/movie/2013/10/3be8dc467f6f49ef9744ad7d78272124.jpg,갬빗.jpg,20134027,"장편 | 예술영화 | 코미디, 범죄 | 89분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 콜린 퍼스 | 카메론 디아즈,2786,마이클 호프만,,(주)수키픽쳐스,(주)나이너스엔터테인먼트,2013-11-28,개봉영화,장편,미국,94,95213128,14426,56324128,8253,코미디,15세이상관람가,독립/예술영화,89분 0초,15세이상관람가
춘몽,https://www.kobis.or.kr/common/mast/movie/2016/10/a5f8f17b6f8847c78630e58b7c7f3a6e.jpg,춘몽.jpg,20162541,장편 | 예술영화 | 드라마 | 101분 14초 | 15세이상관람가 | 한국,2D,[주연] 한예리(예리) | 양익준 | 박정범 | 윤종빈,2787,장률,(주)률필름,,"(주)프레인글로벌,(주)스톰픽쳐스코리아",2016-10-13,개봉영화,장편,한국,96,114343700,14423,58604500,7095,드라마,15세이상관람가,독립/예술영화,101분 14초,15세이상관람가
무수단,https://www.kobis.or.kr/common/mast/movie/2016/02/af5fc25d894f4afc810f8cb47f113592.jpg,무수단.jpg,20152541,"장편 | 일반영화 | 미스터리, 스릴러 | 87분 5초 | 15세이상관람가 | 한국",2D,[주연] 이지아(신유화 중위 ) | 김민준 | 오종혁 | 박유환 | 정진 | 이민혁(GP근무자1),2788,구모,골든타이드픽처스(주),,오퍼스픽쳐스(유),2016-03-03,개봉영화,장편,한국,228,112188400,14386,27050200,3369,미스터리,15세이상관람가,일반영화,87분 5초,15세이상관람가
커넥트,https://www.kobis.or.kr/common/mast/movie/2020/12/9909380707294bac82ab7da147e9bf15.jpg,커넥트.jpg,20202540,"장편 | 예술영화 | 공포(호러), 미스터리 | 96분 46초 | 15세이상관람가 | 미국",2D,[주연] 길리언 제이콥스 | 존 갤러거 주니어,2789,제이콥 체이스,,(주)씨제이이엔엠,(주)이수C&E,2021-01-20,개봉영화,장편,미국,386,127565260,14374,29122840,3159,공포(호러),15세이상관람가,독립/예술영화,96분 46초,15세이상관람가
립세의 사계,https://www.kobis.or.kr/common/mast/movie/2023/12/818f6665246c497488ebae03e8d8ff56.jpg,립세의 사계.jpg,20236533,장편 | 예술영화 | 애니메이션 | 115분 30초 | 15세이상관람가 | 폴란드,2D,,421,"DK 웰치먼,휴 웰치맨",,(주)퍼스트런,(주)디스테이션,2024-01-10,개봉영화,장편,폴란드,186,111740240,14364,49902710,6328,애니메이션,15세이상관람가,독립/예술영화,115분 30초,15세이상관람가
리틀 보이,https://www.kobis.or.kr/common/mast/movie/2015/11/bf49d14fa7d04ca7ad1b499bb574d2c3.jpg,리틀 보이.jpg,20155725,"장편 | 예술영화 | 드라마, 전쟁 | 106분 23초 | 12세이상관람가 | 미국, 멕시코","필름,2D",[주연] 제이콥 살바티 | 에밀리 왓슨 | 캐리-히로유키 타가와 | 마이클 라파포트 | 케빈 제임스 | 데이빗 헨리 | 톰 윌킨슨,2790,알레한드로 고메즈 몬테베르드,,(주)우성엔터테인먼트,플러스엠 엔터테인먼트,2015-12-10,개봉영화,장편,미국,143,100778300,14343,29966300,3931,드라마,12세이상관람가,독립/예술영화,106분 23초,12세이상관람가
너는 여기에 없었다,https://www.kobis.or.kr/common/mast/movie/2018/10/1757b3e06b1940e295756c461306e617.jpg,너는 여기에 없었다.jpg,20177461,"장편 | 예술영화 | 드라마, 미스터리, 스릴러 | 89분 22초 | 15세이상관람가 | 프랑스, 미국",2D,[주연] 호아킨 피닉스 | 예카테리나 삼소노프,2791,린 램지,,(주)콘텐츠게이트,(주)팝엔터테인먼트,2018-10-04,개봉영화,장편,프랑스,47,127181450,14336,85128250,9337,드라마,15세이상관람가,독립/예술영화,89분 22초,15세이상관람가
유희왕,https://www.kobis.or.kr/upload/up_img/cleansing/39/mov_20050039_13.jpg,유희왕.jpg,20050039,"장편 | 일반영화 | 애니메이션, 액션, 어드벤처 | 86분 0초 | 전체관람가 | 일본","필름,2D",[주연] 마이크 폴락 | 웨인 그레이슨 | 에릭 스튜어트 | 카자마  슌스케(무토 유우기) | 구자형(유희 역 더빙),2792,츠지 하츠키,"포키즈엔터테인먼트,스튜디오 갸룹,TV 토쿄,니콘 광고 시스템 (NAS),토호 컴퍼니",대원씨앤에이홀딩스,에이원엔터테인먼트,2010-01-28,개봉영화,장편,일본,64,95399816,14329,30159000,4290,애니메이션,전체관람가,일반영화,86분 0초,전체관람가
터치 오브 라이트,https://www.kobis.or.kr/common/mast/movie/2013/01/a5cf35beab7248ecb132ab0291d3b5ed.jpg,터치 오브 라이트.jpg,20134621,장편 | 예술영화 | 드라마 | 109분 0초 | 전체관람가 | 대만,"필름,2D",[주연] 장용용 | 황유상 | 이열,2793,장영치,,"(주)메인타이틀픽쳐스,영화사 마농(주)",씨너스엔터테인먼트(주),2013-03-14,개봉영화,장편,대만,128,94716000,14323,59967000,9098,드라마,전체관람가,독립/예술영화,109분 0초,전체관람가
브링 홈: 아버지의 땅,https://www.kobis.or.kr/common/mast/movie/2016/08/ec37e8c1543545fe806d93c0fe07dd65.jpg,브링 홈- 아버지의 땅.jpg,20133071,"장편 | 예술영화 | 다큐멘터리 | 83분 44초 | 전체관람가 | 한국, 미국",2D,[주연] 텐진 릭돌 | 김민종(내레이션),2794,텐진 체탄 초클리,(주)버디필름,,(주)드림팩트엔터테인먼트,2016-09-01,개봉영화,장편,한국,36,111180200,14289,68202000,8502,다큐멘터리,전체관람가,독립/예술영화,83분 44초,전체관람가
수영장으로 간 남자들,https://www.kobis.or.kr/common/mast/movie/2019/06/ed497aaaef6448038492541b8bde783b.jpg,수영장으로 간 남자들.jpg,20191843,"장편 | 예술영화 | 코미디, 드라마 | 121분 37초 | 15세이상관람가 | 프랑스",2D,[주연] 마티유 아말릭 | 기욤 까네 | 브누와 뽀엘부르드 | 비르지니 에피라,2795,질 를르슈,,(주)엣나인필름,(주)엣나인필름,2019-07-18,개봉영화,장편,프랑스,79,115372096,14285,78520576,9157,코미디,15세이상관람가,독립/예술영화,121분 37초,15세이상관람가
유니콘 원정대: 비밀의 다이어리,https://www.kobis.or.kr/common/mast/movie/2018/05/5aa031409e1744438fd2551a7cf31e43.jpg,유니콘 원정대- 비밀의 다이어리.jpg,20185648,장편 | 예술영화 | 애니메이션 | 91분 45초 | 전체관람가 | 인도,2D,,2796,카말 반살,,그린나래미디어(주),(주)팝엔터테인먼트,2018-06-21,개봉영화,장편,인도,235,109649600,14261,16130900,1979,애니메이션,전체관람가,독립/예술영화,91분 45초,전체관람가
라스트 홈,https://www.kobis.or.kr/common/mast/movie/2016/03/41b08b5e4b364a49b3627f61965ed73e.jpg,라스트 홈.jpg,20150470,장편 | 예술영화 | 드라마 | 112분 40초 | 15세이상관람가 | 미국,2D,[주연] 앤드류 가필드 | 마이클 섀넌 | 로라 던,2797,라민 바흐러니,,"(주)비트윈에프앤아이,(주)엠씨엠씨",(주)브리즈픽처스,2016-04-07,개봉영화,장편,미국,163,109954000,14241,54577800,6928,드라마,15세이상관람가,독립/예술영화,112분 40초,15세이상관람가
개구리왕국 2,https://www.kobis.or.kr/common/mast/movie/2017/02/91201f44c5ba4942ace196893dc36fd5.jpg,개구리왕국 2.jpg,20170382,장편 | 예술영화 | 애니메이션 | 84분 50초 | 전체관람가 | 중국,2D,[주연] 사문영(재키) | 이경태(프레디) | 임주현(베스티) | 홍진욱(구리왕) | 윤세웅(애꾸눈/아빠빠) | 이현(형사),2798,펭 페이,,예지림엔터테인먼트,예지림엔터테인먼트,2017-03-23,개봉영화,장편,중국,171,99741700,14236,17001300,2131,애니메이션,전체관람가,독립/예술영화,84분 50초,전체관람가
하나와 앨리스: 살인사건,https://www.kobis.or.kr/common/mast/movie/2015/05/2e9e9a46037042dab0f011f1d0e173f0.jpg,하나와 앨리스- 살인사건.jpg,20158981,장편 | 예술영화 | 애니메이션 | 98분 31초 | 12세이상관람가 | 일본,"필름,2D",[주연] 아오이 유우 | 스즈키 안,2799,이와이 슌지,,(주)씨제이이엔엠,(주)씨제이이엔엠,2015-05-27,개봉영화,장편,일본,67,112007100,14226,59834800,7437,애니메이션,12세이상관람가,독립/예술영화,98분 31초,12세이상관람가
양지의 그녀,https://www.kobis.or.kr/common/mast/movie/2019/02/93cf78068a2940a0821c62d932e1fc2e.jpg,양지의 그녀.jpg,20196820,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 128분 43초 | 12세이상관람가 | 일본",2D,[주연] 마츠모토 준 | 우에노 주리 | 키타무라 타쿠미 | 스다 마사키,2800,미키 타카히로,,(주)제이브로,(주)영화사오원,2019-03-21,개봉영화,장편,일본,134,123216580,14224,65305000,7446,멜로/로맨스,12세이상관람가,독립/예술영화,128분 43초,12세이상관람가
씰벤져스 : 용감한 바다특공대,https://www.kobis.or.kr/common/mast/movie/2023/09/b515953c1c794a989602dd1c18023f14.jpg,씰벤져스 - 용감한 바다특공대.jpg,20234145,"장편 | 예술영화 | 애니메이션, 액션, 코미디, 어드벤처 | 97분 57초 | 전체관람가 | 미국",2D,,422,"그레이그 캐머런,케인 크라우디스",,(주)퍼스트런,(주)무비다이브,2023-09-27,개봉영화,장편,미국,121,122085159,14209,28531123,3197,애니메이션,전체관람가,독립/예술영화,97분 57초,전체관람가
피는 물보다 진하다,https://www.kobis.or.kr/common/mast/movie/2022/05/29dad008f6714e8881f19b2086e9c1ce.jpg,피는 물보다 진하다.jpg,20224304,장편 | 일반영화 | 액션 | 90분 4초 | 15세이상관람가 | 한국,2D,[주연] 조동혁(두현) | 이완(영민) | 임정은(지영),423,김희성,(주)도어이앤엠,,(주)이놀미디어,2022-05-25,개봉영화,장편,한국,78,90700500,14201,31248600,5227,액션,15세이상관람가,일반영화,90분 4초,15세이상관람가
아티스트 봉만대,https://www.kobis.or.kr/common/mast/movie/2013/08/2c437877699f419cb74cf57affe85c4b.jpg,아티스트 봉만대.jpg,20131206,장편 | 일반영화 | 코미디 | 101분 31초 | 청소년관람불가 | 한국,"필름,2D",[주연] 봉만대 | 곽현화 | 성은 | 이파니,2801,봉만대,골든타이드픽처스(주),,씨너스엔터테인먼트(주),2013-08-29,개봉영화,장편,한국,131,93817000,14188,43885000,6787,코미디,청소년관람불가,일반영화,101분 31초,청소년관람불가
아노말리사,https://www.kobis.or.kr/common/mast/movie/2016/02/67c319c78b904a63bb7a27152913b7c8.jpg,아노말리사.jpg,20162042,"장편 | 예술영화 | 애니메이션, 코미디, 판타지 | 90분 30초 | 청소년관람불가 | 미국",2D,[주연] 데이빗 듈리스(마이클 목소리) | 제니퍼 제이슨 리(리사 목소리) | 톰 누난,2802,"찰리 카우프만,듀크 존슨",,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-03-30,개봉영화,장편,미국,93,115387000,14153,78595500,9486,애니메이션,청소년관람불가,독립/예술영화,90분 30초,청소년관람불가
해피 어게인,https://www.kobis.or.kr/common/mast/movie/2018/02/bd64f67f5323450295a0fa0746ffbc89.jpg,해피 어게인.jpg,20176071,장편 | 예술영화 | 드라마 | 99분 38초 | 15세이상관람가 | 미국,2D,[주연] J.K. 시몬스 | 줄리 델피 | 조쉬 위긴스 | 오데야 러쉬,2803,커트 보엘커,,(주)엣나인필름,(주)엣나인필름,2018-03-28,개봉영화,장편,미국,98,104133900,14134,66054500,8693,드라마,15세이상관람가,독립/예술영화,99분 38초,15세이상관람가
듣보인간의 생존신고,https://www.kobis.or.kr/common/mast/movie/2023/08/0cd8aa78429b4007a3f8dd8df9ac4144.JPG,듣보인간의 생존신고.jpg,20211540,"장편 | 예술,독립 영화 | 다큐멘터리 | 79분 51초 | 전체관람가 | 한국",2D,[주연] 권하정 | 김아현,424,"권하정,김아현",(주)에이치더블유,,(주)시네마달,2023-09-06,개봉영화,장편,한국,93,135764041,14093,65166273,6443,다큐멘터리,전체관람가,독립/예술영화,79분 51초,전체관람가
중2병이라도 사랑이 하고 싶어! 극장판,https://www.kobis.or.kr/common/mast/movie/2014/03/6789469e10ea4ffa9586e78d663a9337.jpg,중2병이라도 사랑이 하고 싶어! 극장판.jpg,20147379,"장편 | 예술영화 | 애니메이션, 멜로/로맨스 | 96분 23초 | 전체관람가 | 일본","필름,2D",[주연] 안현서(타카나시 릿카) | 우치다 마아야(타카나시 릿카),2804,이시하라 타츠야,,(주)머스트씨무비,(주)머스트씨무비,2014-02-06,개봉영화,장편,일본,32,90261500,14064,36739000,5616,애니메이션,전체관람가,독립/예술영화,96분 23초,전체관람가
테레즈 라캥,https://www.kobis.or.kr/common/mast/movie/2014/06/c9cbaea1d64e4dada2ceb7a06eb19522.jpg,테레즈 라캥.jpg,20149270,"장편 | 예술영화 | 범죄, 드라마, 스릴러 | 106분 36초 | 청소년관람불가 | 미국","필름,2D",[주연] 엘리자베스 올슨 | 오스카 아이삭 | 톰 펠튼 | 제시카 랭,2805,찰리 스트레이턴,,판씨네마(주),판씨네마(주),2014-07-10,개봉영화,장편,미국,48,106422700,14063,68862800,8788,범죄,청소년관람불가,독립/예술영화,106분 36초,청소년관람불가
더 킬러,https://www.kobis.or.kr/common/mast/movie/2023/10/113c31d82a61480b870745b270721dba.jpg,더 킬러.jpg,20235173,장편 | 일반영화 | 스릴러 | 117분 53초 | 15세이상관람가 | 미국,2D,[주연] 마이클 패스벤더 | 틸다 스윈튼,425,데이빗 핀처,,,씨제이 씨지브이(CJ CGV)(주),2023-10-25,개봉영화,장편,미국,78,118471100,14036,63493500,7327,스릴러,15세이상관람가,일반영화,117분 53초,15세이상관람가
지옥만세,https://www.kobis.or.kr/common/mast/movie/2023/07/86b9cbd4e7dc49a285f9cad7484f97c5.jpg,지옥만세.jpg,20227891,"장편 | 예술,독립 영화 | 어드벤처, 드라마, 코미디 | 109분 0초 | 12세이상관람가 | 한국",2D,[주연] 오우리(나미) | 방효린(선우) | 정이주(채린) | 박성훈(명호),426,임오정,한국영화아카데미,,찬란,2023-08-16,개봉영화,장편,한국,65,118168259,14029,71462109,7821,어드벤처,12세이상관람가,독립/예술영화,109분 0초,12세이상관람가
청춘적니,https://www.kobis.or.kr/common/mast/movie/2021/11/cd628e316e124e31896ba8d8ccda2b00.jpg,청춘적니.jpg,20211529,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 104분 30초 | 12세이상관람가 | 중국",2D,[주연] 굴초소 | 장정의,427,샤모,,주식회사 모쿠슈라픽쳐스,(주)다자인소프트,2022-01-12,개봉영화,장편,중국,112,116128670,14012,60872500,7316,멜로/로맨스,12세이상관람가,독립/예술영화,104분 30초,12세이상관람가
