영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
웜 바디스,https://www.kobis.or.kr/common/mast/movie/2013/02/5c26244f7981472bb1b312ff110aa577.jpg,웜 바디스.jpg,20135241,"장편 | 일반영화 | 멜로/로맨스, 액션 | 97분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 니콜라스 홀트(R) | 테레사 팔머(줄리) | 존 말코비치(그리지오)
"당신, 거기 있어줄래요",https://www.kobis.or.kr/common/mast/movie/2016/11/b82d3e8015cc48d0ad9270e5965b7d70.jpg,"당신, 거기 있어줄래요.jpg",20152371,"장편 | 일반영화 | 판타지, 드라마 | 110분 52초 | 12세이상관람가 | 한국",2D,[주연] 김윤석(수현) | 변요한(젊은 수현) | 채서진(젊은 연아)
동주,https://www.kobis.or.kr/common/mast/movie/2016/02/24308d6548a643ea8aae1a0f99aa0e3b.jpg,동주.jpg,20158482,장편 | 일반영화 | 드라마 | 110분 37초 | 12세이상관람가 | 한국,2D,[주연] 강하늘(윤동주) | 박정민(송몽규)
돈의 맛,https://www.kobis.or.kr/common/mast/movie/2012/04/48d8233e261a4fe8974da7d3056ac723.jpg,돈의 맛.jpg,20124064,"장편 | 일반영화 | 드라마 | 115분 0초 | 청소년관람불가 | 한국, 필리핀","필름,2D",[주연] 김강우(주영작) | 백윤식(윤회장) | 윤여정(백금옥) | 김효진(윤나미)
워크래프트: 전쟁의 서막,https://www.kobis.or.kr/common/mast/movie/2016/06/7c57b8a1dabe4b7fbf10cabf033be075.jpg,워크래프트- 전쟁의 서막.jpg,20158150,"장편 | 일반영화 | 액션, 어드벤처, 판타지 | 122분 57초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 트래비스 핌멜 | 벤 포스터 | 폴라 패튼 | 도미닉 쿠퍼 | 클랜시 브라운 | 토비 켑벨
장수상회,https://www.kobis.or.kr/common/mast/movie/2015/03/589573c9f1db47efb143ca7a7ce811c6.jpg,장수상회.jpg,20140703,"장편 | 일반영화 | 멜로/로맨스, 드라마 | 112분 0초 | 12세이상관람가 | 한국","필름,2D",[주연] 박근형 | 윤여정 | 조진웅(김장수) | 한지민(민정) | 윤여정(금님)
가문의 영광5 - 가문의 귀환,https://www.kobis.or.kr/common/mast/movie/2012/12/795436e805434609bee99fcbc3e935d3.jpg,가문의 영광5 - 가문의 귀환.jpg,20128687,장편 | 일반영화 | 코미디 | 104분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 정준호(박대서) | 김민정(효정) | 유동근(장인태) | 성동일(장석태) | 박근형(장정종) | 박상욱(장경태) | 윤두준 | 황광희 | 유민 | 손나은 | 유혜정(고미순) | 왕석현(박현우)
슬로우 비디오,https://www.kobis.or.kr/common/mast/movie/2014/10/0b4f961dafc7432ea3bc583bd7150a08.jpg,슬로우 비디오.jpg,20135386,"장편 | 일반영화 | 드라마, 코미디 | 105분 40초 | 12세이상관람가 | 한국","필름,2D",[주연] 차태현(여장부) | 남상미(봉수미)
항거:유관순 이야기,https://www.kobis.or.kr/common/mast/movie/2019/02/227fe6eab903407e8912955f643b68a8.jpg,항거-유관순 이야기.jpg,20196601,"장편 | 예술,독립 영화 | 드라마 | 105분 27초 | 12세이상관람가 | 한국",2D,[주연] 고아성(유관순) | 김새벽(김향화) | 정하담 | 류경수(정춘영) | 신영주(노순경) | 정하담(이옥이)
스타트렉 비욘드,https://www.kobis.or.kr/common/mast/movie/2016/08/f7bc93154f8c4ea88453976184f1f519.jpg,스타트렉 비욘드.jpg,20150567,"장편 | 일반영화 | 액션, SF | 122분 14초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 크리스 파인 | 사이먼 페그 | 조 샐다나 | 재커리 퀸토 | 칼 어번 | 안톤 옐친 | 존 조 | 이드리스 엘바 | 소피아 부텔라
미씽: 사라진 여자,https://www.kobis.or.kr/common/mast/movie/2016/10/e6d3f7429b974cf9a5fbccd53261d673.jpg,미씽- 사라진 여자.jpg,20153741,장편 | 일반영화 | 미스터리 | 99분 48초 | 15세이상관람가 | 한국,2D,[주연] 엄지원 | 공효진(한매)
잃어버린 세계를 찾아서 2: 신비의 섬,https://www.kobis.or.kr/common/mast/movie/2012/01/d728f6498ad243e481ab97c81c514d3d.jpg,잃어버린 세계를 찾아서 2- 신비의 섬.jpg,20113653,"장편 | 일반영화 | 액션, 어드벤처 | 94분 0초 | 전체관람가 | 미국","필름,2D,3D,IMAX",[주연] 드웨인 존슨 | 마이클 케인 | 조쉬 허처슨 | 바네사 허진스
퍼펙트맨,https://www.kobis.or.kr/common/mast/movie/2019/09/1ad9658f105b436aa4eb069dae98ae1e.jpg,퍼펙트맨.jpg,20184483,"장편 | 일반영화 | 코미디, 드라마 | 116분 45초 | 15세이상관람가 | 한국",2D,[주연] 설경구(장수) | 조진웅(영기) | 허준호(범도) | 진선규(대국) | 김사랑(은하)
용서는 없다,https://www.kobis.or.kr/upload/up_img/cleansing/88/mov_20090888_6.jpg,용서는 없다.jpg,20090888,"장편 | 일반영화 | 범죄, 스릴러 | 125분 0초 | 청소년관람불가 | 한국","필름,2D",[주연] 설경구 | 류승범 | 한혜진(민서영) | 김홍파(마을 주민 1)
장사리 : 잊혀진 영웅들,https://www.kobis.or.kr/common/mast/movie/2019/08/6bcce17a3b35498680a0f96248abb125.jpg,장사리 - 잊혀진 영웅들.jpg,20193601,장편 | 일반영화 | 전쟁 | 103분 37초 | 12세이상관람가 | 한국,2D,[주연] 김명민(이명준 대위) | 최민호(최성필) | 김성철(기하륜) | 김인권(류태석) | 곽시양(박찬년) | 봉명필(캐스팅디렉터)
고령화 가족,https://www.kobis.or.kr/common/mast/movie/2013/04/0e5718fc8f84424498db803f4c3db3c1.jpg,고령화 가족.jpg,20120426,"장편 | 일반영화 | 드라마, 코미디 | 112분 47초 | 15세이상관람가 | 한국","필름,2D",[주연] 박해일(인모) | 윤제문(한모) | 공효진(미연) | 윤여정(엄마) | 진지희(민경)
미나리,https://www.kobis.or.kr/common/mast/movie/2021/03/2f506c5593754549bc24b959132dcef5.jpg,미나리.jpg,20205144,장편 | 예술영화 | 드라마 | 115분 8초 | 12세이상관람가 | 미국,2D,[주연] 스티븐 연 | 한예리 | 윤여정 | 앨런 김 | 노엘 조 | 윌 패튼
김종욱 찾기,https://www.kobis.or.kr/upload/up_img/2011/01/mov_0D0BF2_20110112135859_1.jpg,김종욱 찾기.jpg,20101200,"장편 | 일반영화 | 멜로/로맨스, 드라마 | 112분 0초 | 12세이상관람가 | 한국","필름,2D",[주연] 임수정(지우) | 공유(기준)
하루,https://www.kobis.or.kr/common/mast/movie/2017/05/a5e3f443fd2a48ca8f666f98f54ef37b.jpg,하루.jpg,20166384,장편 | 일반영화 | 스릴러 | 90분 1초 | 15세이상관람가 | 한국,2D,[주연] 김명민(준영) | 변요한(민철) | 유재명(강식) | 조은형(은정) | 신혜선(미경)
헝거게임: 캣칭 파이어,https://www.kobis.or.kr/common/mast/movie/2013/11/228836f1b35b4c6bbc214f0c9a3efb81.jpg,헝거게임- 캣칭 파이어.jpg,20138544,"장편 | 일반영화 | 판타지, 액션 | 146분 2초 | 15세이상관람가 | 미국","필름,2D,4D,IMAX",[주연] 제니퍼 로렌스(캣니스 에버딘) | 조쉬 허처슨(피타 멜라크) | 리암 헴스워스(게일 호손) | 우디 해럴슨(헤이미치 에버내시)
챔피언,https://www.kobis.or.kr/common/mast/movie/2018/04/7825d73861e14ba6b5fdf5279f22e4eb.jpg,챔피언.jpg,20189783,장편 | 일반영화 | 드라마 | 108분 0초 | 12세이상관람가 | 한국,2D,[주연] 마동석 | 권율(박진기) | 한예리(이수진) | 김미미(버스 아이엄마) | 이범규(파출소 건달1)
성난 변호사,https://www.kobis.or.kr/common/mast/movie/2015/09/d60e1cf534c04e3785f141f44a3f8e53.jpg,성난 변호사.jpg,20142855,"장편 | 일반영화 | 범죄, 액션 | 116분 45초 | 15세이상관람가 | 한국","필름,2D",[주연] 이선균 | 김고은(진선민) | 임원희
특수본,https://www.kobis.or.kr/upload/up_img/2011/11/mov_945922_20111110091054_1.jpg,특수본.jpg,20110906,"장편 | 일반영화 | 액션, 범죄 | 111분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 엄태웅(김성범) | 주원(김호룡) | 정진영(황두수) | 성동일(박인무) | 이태임(정영순) | 김정태(박경식 ) | 최형준(근수떡대)
마이펫의 이중생활 2,https://www.kobis.or.kr/common/mast/movie/2019/06/600329d9756d48279a1cf5b1fc1ff8d4.jpg,마이펫의 이중생활 2.jpg,20183844,"장편 | 일반영화 | 애니메이션, 어드벤처, 코미디 | 85분 56초 | 전체관람가 | 미국",2D,[주연] 패튼 오스왈트(맥스 목소리) | 케빈 하트(스노우볼 목소리) | 에릭 스톤스트릿(듀크 목소리) | 제니 슬레이트(기젯 목소리) | 티파니 해디쉬(데이지 목소리) | 레이크 벨(클로이 목소리) | 해리슨 포드(루스터 목소리)
라이트 아웃,https://www.kobis.or.kr/common/mast/movie/2016/07/83cebc77257b4bf3bc28cbe75f937b02.jpg,라이트 아웃.jpg,20163217,장편 | 일반영화 | 공포(호러) | 80분 49초 | 15세이상관람가 | 미국,2D,[주연] 테레사 팔머 | 알리시아 벨라 베일리 | 가브리엘 베이트먼 | 알렉산더 디퍼시아
회사원,https://www.kobis.or.kr/common/mast/movie/2012/10/94a96d107ed8437384c70cd901249e4e.jpg,회사원.jpg,20113886,"장편 | 일반영화 | 액션, 드라마 | 96분 0초 | 청소년관람불가 | 한국","필름,2D,4D",[주연] 소지섭(지형도) | 이미연(유미연)
간신,https://www.kobis.or.kr/common/mast/movie/2015/05/d3f7a50e6d164c5089dd220be8c70c41.jpg,간신.jpg,20142402,장편 | 일반영화 | 사극 | 131분 7초 | 청소년관람불가 | 한국,"필름,2D",[주연] 주지훈 | 김강우 | 천호진 | 임지연 | 이유영(설중매)
박물관이 살아있다 : 비밀의 무덤,https://www.kobis.or.kr/common/mast/movie/2015/01/f2cbb03ced2f4f18b7939ee87db63755.jpg,박물관이 살아있다 - 비밀의 무덤.jpg,20143541,"장편 | 일반영화 | 어드벤처, 코미디, 가족 | 97분 40초 | 전체관람가 | 미국, 영국","필름,2D,4D",[주연] 벤 스틸러 | 로빈 윌리엄스 | 댄 스티븐스 | 오웬 윌슨 | 벤 킹슬리 | 레벨 윌슨
베스트셀러,https://www.kobis.or.kr/upload/up_img/2011/03/mov_5EBFA8_20110328140321_1.jpg,베스트셀러.jpg,20100131,"장편 | 일반영화 | 미스터리, 스릴러, 드라마 | 117분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 엄정화(백희수)
롱 리브 더 킹: 목포 영웅,https://www.kobis.or.kr/common/mast/movie/2019/06/02734968436a44ad93c3f1e742e6e3d3.jpg,롱 리브 더 킹- 목포 영웅.jpg,20198453,"장편 | 일반영화 | 액션, 드라마 | 117분 37초 | 15세이상관람가 | 한국",2D,[주연] 김래원(장세출) | 원진아(강소현) | 진선규(조광춘) | 최귀화(최만수) | 주진모(소팔) | 진선규(조광춘) | 황정인(최만수 수행비서)
마루 밑 아리에티,https://www.kobis.or.kr/upload/up_img/cleansing/10/mov_20100810_3.jpg,마루 밑 아리에티.jpg,20100810,장편 | 일반영화 | 애니메이션 | 94분 0초 | 전체관람가 | 일본,"필름,2D",[주연] 시다 미라이 | 카미키 류노스케 | 미우라 토모카즈 | 이선영(아리에티) | 엄상현 | 장광(포드 ) | 최수민(사다코) | 홍범기(스피라)
퍼시픽 림: 업라이징,https://www.kobis.or.kr/common/mast/movie/2018/03/df2fd17932724ed6b19dd3d0f1fa28b8.jpg,퍼시픽 림- 업라이징.jpg,20174603,"장편 | 일반영화 | 액션, 어드벤처, SF | 110분 44초 | 15세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 존 보예가 | 스콧 이스트우드 | 케일리 스패니 | 아드리아 아르호나 | 번 고먼 | 찰리 데이 | 경첨 | 키쿠치 린코
가디언즈,https://www.kobis.or.kr/common/mast/movie/2012/12/e5e0527dfd5848db9b599143a5bc7ec7.1,가디언즈.jpg,20126407,"장편 | 일반영화 | 애니메이션, 어드벤처 | 97분 0초 | 전체관람가 | 미국","필름,2D,3D,4D,IMAX",[주연] 크리스 파인(잭 프로스트) | 알렉 볼드윈(놀스) | 휴 잭맨(버니) | 주드 로(피치) | 아일라 피셔(투스) | 다코타 고요(제이미) | 이제훈(잭 프로스트) | 류승룡(놀스) | 유해진(버니) | 이종혁(피치) | 한혜진(투스)
더 울버린,https://www.kobis.or.kr/common/mast/movie/2013/07/d3156bfcc6e4441b83a2676371c365d4.jpg,더 울버린.jpg,20137121,"장편 | 일반영화 | 액션, SF | 128분 44초 | 15세이상관람가 | 미국","필름,2D,3D,4D",[주연] 휴 잭맨(울버린) | 사나다 히로유키(야시다 신겐) | 윌 윤 리(하라다 /실버 사무라이)
몬스터 호텔 3,https://www.kobis.or.kr/common/mast/movie/2018/07/29495ec62afa49ec9a90c5352f79c65f.JPG,몬스터 호텔 3.jpg,20184802,"장편 | 일반영화 | 애니메이션, 코미디, 가족, 판타지 | 97분 13초 | 전체관람가 | 미국","2D,4D",[주연] 아담 샌들러 | 셀레나 고메즈 | 앤디 샘버그 | 스티브 부세미 | 케빈 제임스 | 캐서린 한
셜록 홈즈,https://www.kobis.or.kr/upload/up_img/cleansing/56/mov_20090856_3.jpg,셜록 홈즈.jpg,20090856,"장편 | 일반영화 | 미스터리, 범죄, 어드벤처 | 128분 0초 | 12세이상관람가 | 미국, 영국","필름,2D",[주연] 로버트 다우니 주니어 | 주드 로
오빠생각,https://www.kobis.or.kr/common/mast/movie/2016/01/ecef0ce8d4be4fe5b665d9d44489e2bd.jpg,오빠생각.jpg,20158483,"장편 | 일반영화 | 드라마, 전쟁 | 123분 30초 | 12세이상관람가 | 한국","필름,2D",[주연] 임시완 | 고아성 | 이희준(갈고리)
"날, 보러와요",https://www.kobis.or.kr/common/mast/movie/2016/04/b1efdc7edab142139f4770cfbc30fb46.jpg,"날, 보러와요.jpg",20152782,"장편 | 일반영화 | 미스터리, 스릴러 | 90분 35초 | 청소년관람불가 | 한국",2D,[주연] 강예원(강수아) | 이상윤(나남수) | 최진호(장원장)
수상한 고객들,https://www.kobis.or.kr/upload/up_img/2011/03/mov_976797_20110331134417_1.jpg,수상한 고객들.jpg,20119974,"장편 | 일반영화 | 코미디, 드라마 | 124분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 윤하(안소연) | 류승범 | 박철민 | 정선경 | 성동일
쥬만지: 넥스트 레벨,https://www.kobis.or.kr/common/mast/movie/2019/11/c14ce85b76a04bb08536d31420ce1c60.jpg,쥬만지- 넥스트 레벨.jpg,20198681,장편 | 일반영화 | 액션 | 122분 44초 | 12세이상관람가 | 미국,"2D,4D,IMAX,ScreenX",[주연] 드웨인 존슨 | 잭 블랙 | 케빈 하트 | 카렌 길런 | 아콰피나
그놈이다,https://www.kobis.or.kr/common/mast/movie/2015/10/df2ab7ebec7f442f920fd52583ec0543.jpg,그놈이다.jpg,20157465,장편 | 일반영화 | 스릴러 | 108분 43초 | 15세이상관람가 | 한국,"필름,2D",[주연] 주원(장우) | 유해진(민약국) | 이유영
동창생,https://www.kobis.or.kr/common/mast/movie/2013/10/76ae208363c8448480188c60188c8deb.jpg,동창생.jpg,20127595,"장편 | 일반영화 | 액션, 드라마 | 112분 27초 | 15세이상관람가 | 한국","필름,2D",[주연] 최승현(명훈) | 한예리(혜인)
슈퍼 배드,https://www.kobis.or.kr/upload/up_img/cleansing/14/mov_20100814_3.jpg,슈퍼 배드.jpg,20100814,"장편 | 일반영화 | 애니메이션, 가족 | 95분 0초 | 전체관람가 | 미국","필름,2D,3D,4D",[주연] 미란다 코스그로브(마고) | 스티브 카렐(그루) | 태연 | 서현
점박이:한반도의 공룡3D,https://www.kobis.or.kr/common/mast/movie/2011/12/8cc0d35a512b4f63a08cdad5448fe00e.jpg,점박이-한반도의 공룡3D.jpg,20100215,"장편 | 일반영화 | 애니메이션, 어드벤처, 액션 | 88분 0초 | 전체관람가 | 한국","필름,2D,3D,4D",[주연] 이형석 | 신용우 | 구자형
파괴된 사나이,https://www.kobis.or.kr/upload/up_img/cleansing/53/mov_20100353_3.jpg,파괴된 사나이.jpg,20100353,"장편 | 일반영화 | 드라마, 스릴러 | 114분 0초 | 청소년관람불가 | 한국","필름,2D",[주연] 김명민(주영수) | 엄기준(최병철) | 박주미(박민경) | 김소현 | 이경근(PC방직원)
지오스톰,https://www.kobis.or.kr/common/mast/movie/2017/09/05ae1fdc04ae48018ce7b386257c7897.jpg,지오스톰.jpg,20173694,"장편 | 일반영화 | 액션, SF, 스릴러 | 108분 58초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 캐서린 윈닉 | 제라드 버틀러 | 짐 스터게스 | 애비 코니시 | 앤디 가르시아
오직 그대만,https://www.kobis.or.kr/upload/up_img/2011/10/mov_0G0J41_20111011130047_1.jpg,오직 그대만.jpg,20112589,장편 | 일반영화 | 멜로/로맨스 | 105분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 소지섭(철민) | 한효주(정화)
개구쟁이 스머프,https://www.kobis.or.kr/upload/up_img/2011/07/mov_506I7I_20110711142816_1.jpg,개구쟁이 스머프.jpg,20111540,장편 | 일반영화 | 애니메이션 | 101분 0초 | 전체관람가 | 미국,"필름,2D,3D",[주연] 닐 패트릭 해리스 | 행크 아자리아 | 이하늬(스머페트 한국어 더빙)
로그 원: 스타워즈 스토리,https://www.kobis.or.kr/common/mast/movie/2016/12/e0b6b35408ac487fbaed06eaff93eac1.jpg,로그 원- 스타워즈 스토리.jpg,20163183,"장편 | 일반영화 | 액션, 어드벤처, 판타지, SF | 133분 46초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 펠리시티 존스 | 디에고 루나 | 매즈 미켈슨 | 리즈 아메드 | 포레스트 휘테커 | 견자단 | 알란 터딕
본 레거시,https://www.kobis.or.kr/common/mast/movie/2012/07/06fef253f3264e129ed60f36b7b07a6f.jpg,본 레거시.jpg,20126409,"장편 | 일반영화 | 액션, 스릴러 | 135분 0초 | 15세이상관람가 | 미국","필름,2D,4D",[주연] 제레미 레너 | 레이첼 와이즈 | 에드워드 노튼 | 조안 알렌 | 알버트 피니
더 넌,https://www.kobis.or.kr/common/mast/movie/2018/09/d358bd880500489097fef9f72e15a553.jpg,더 넌.jpg,20189262,장편 | 일반영화 | 공포(호러) | 96분 23초 | 15세이상관람가 | 미국,"2D,4D,ScreenX",[주연] 타이사 파미가 | 데미안 비쉬어 | 보니 아론스 | 샬롯 호프
심장이 뛴다,https://www.kobis.or.kr/upload/up_img/2011/02/mov_0AIBC8_20110207142420_1.jpg,심장이 뛴다.jpg,20101399,장편 | 일반영화 | 드라마 | 114분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 김윤진(채연희) | 박해일(이휘도)
셔터 아일랜드,https://www.kobis.or.kr/common/mast/movie/2011/12/4cdb36ba99404c6d8c8f0be74d1ac9ad.jpg,셔터 아일랜드.jpg,20100103,"장편 | 일반영화 | 드라마, 미스터리, 스릴러 | 138분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 마크 러팔로 | 레오나르도 디카프리오
라푼젤,https://www.kobis.or.kr/upload/up_img/2011/02/mov_CFE04C_20110210205833_1.jpg,라푼젤.jpg,20101395,"장편 | 일반영화 | 애니메이션, 코미디, 멜로/로맨스, 가족 | 100분 0초 | 전체관람가 | 미국","필름,2D,3D,IMAX",[주연] 제커리 리바이(플린 라이더) | 맨디 무어(라푼젤)
존 윅 3: 파라벨룸,https://www.kobis.or.kr/common/mast/movie/2020/12/6196df520deb464dbf924b83f01393a3.jpg,존 윅 3- 파라벨룸.jpg,20196655,"장편 | 일반영화 | 액션, 범죄, 스릴러 | 131분 14초 | 청소년관람불가 | 미국","2D,4D",[주연] 키아누 리브스 | 할리 베리 | 로렌스 피쉬번 | 이안 맥쉐인
스카이스크래퍼,https://www.kobis.or.kr/common/mast/movie/2018/06/30027890de67424fbbd54242f7279110.jpg,스카이스크래퍼.jpg,20181443,"장편 | 일반영화 | 액션, 스릴러 | 102분 25초 | 12세이상관람가 | 미국",2D,[주연] 드웨인 존슨 | 파블로 쉬레이버 | 니브 캠벨
맨 인 더 다크,https://www.kobis.or.kr/common/mast/movie/2016/09/e012316ae9de4253bc1b4f4d0654867f.jpg,맨 인 더 다크.jpg,20167481,장편 | 일반영화 | 스릴러 | 88분 23초 | 청소년관람불가 | 미국,"2D,4D",[주연] 제인 레비 | 딜런 미네트 | 스티븐 랭
염력,https://www.kobis.or.kr/common/mast/movie/2017/12/39afdb7b16b34a63a6ae71e5a92a318d.jpg,염력.jpg,20168323,"장편 | 일반영화 | 드라마, 코미디 | 101분 20초 | 15세이상관람가 | 한국","2D,4D,ScreenX",[주연] 류승룡(신석헌) | 심은경(신루미)
방가? 방가!,https://www.kobis.or.kr/upload/up_img/2011/01/mov_15C845_20110114131344_1.jpg,방가- 방가!.jpg,20100835,"장편 | 예술영화 | 코미디, 드라마 | 110분 0초 | 12세이상관람가 | 한국","필름,2D",[주연] 김인권(방태식(방가)) | 김정태(용철) | 신현빈(장미) | 칸 모하마드 아사두즈만(알리)
방황하는 칼날,https://www.kobis.or.kr/common/mast/movie/2014/03/d22749ce745d434f8d9902f94e2df729.jpg,방황하는 칼날.jpg,20129787,"장편 | 일반영화 | 범죄, 스릴러 | 122분 20초 | 청소년관람불가 | 한국","필름,2D",[주연] 정재영 | 이성민(장억관)
